Tid          Akselerasjon
0.0          11.047041000000002
0.00214      12.3837516
0.00428      11.780755844212958
0.00642      9.900954084855911
0.00856      9.90060544387216
0.0107       9.907179763205997
0.01284      9.48950404141619
0.01498      11.77833282014204
0.01712      9.897816667581957
0.01926      11.77552985027252
0.0214       10.41580794752737
0.02354      10.414414258077876
0.02568      9.428887103114908
0.02782      10.799661788561137
0.02996      8.43734266623176
0.0321       9.423908263791935
0.03424      10.40525052959886
0.03638      11.759618534329478
0.03852      9.56091833469544
0.04066      9.924669216508505
0.0428       9.363355321567688
0.04494      11.748181070351315
0.04708      9.810887807759798
0.04922      9.355251118854222
0.05136      9.80481240856718
0.0535       11.7336355179112
0.05564      9.864790669788608
0.05778      9.79467410662386
0.05992      9.388616472610947
0.06206      9.335521095590726
0.0642       9.88862280216941
0.06634      9.838703746854367
0.06848      11.701417674774978
0.07062      8.386725744457765
0.07276      10.728078396287815
0.0749       9.76166072921966
0.07704      9.355922383341037
0.07918      10.946752309160352
0.08132      10.94113728628991
0.08346      9.576108677859365
0.0856       8.35747788407612
0.08774      9.166687429365387
0.08988      9.276840137784818
0.09202      11.636042207996923
0.09416      9.314996061842946
0.0963       9.699691959527781
0.09844      9.738992475682927
0.10058      9.248552104870038
0.10272      11.599278843024994
0.10486      11.670217546798755
0.107        9.51198807044822
0.10914      11.654185945338055
0.11128      10.60034058505308
0.11342      9.095948762594881
0.11556      9.423780674780387
0.1177       9.641818280572263
0.11984      9.634458595169358
0.12198      11.52462090258071
0.12412      8.256798193866146
0.12626      9.269566258945625
0.1284       12.43172930724902
0.13054      12.421381957876521
0.13268      9.193589045231022
0.13482      11.545017135446667
0.13696      9.562522061565833
0.1391       8.208020438709008
0.14124      10.724332837411458
0.14338      10.108054136467082
0.14552      9.597138377964827
0.14766      11.405332613647207
0.1498       10.079509666515655
0.15194      10.673906127644672
0.15408      11.448901793538468
0.15622      11.437488969940771
0.15836      9.259244892813943
0.1605       10.403599101137932
0.16264      9.49687198670299
0.16478      9.11476085346088
0.16692      9.997773741925554
0.16906      9.180735659893024
0.1712       10.574636495506097
0.17334      12.181109573621486
0.17548      9.39126099455393
0.17762      9.448852225521662
0.17976      9.218583016152467
0.1819       9.207894065237026
0.18404      11.200189159850568
0.18618      8.961157768157987
0.18832      11.249308321369808
0.19046      11.235660071449368
0.1926       12.053124946347403
0.19474      11.207962307906971
0.19688      11.11845801287521
0.19902      9.823326321823274
0.20116      11.165423226911825
0.2033       7.941857219071895
0.20544      11.061342100754878
0.20758      11.047191920723634
0.20972      10.344857572179665
0.21186      9.262148103050539
0.214        11.002177633171138
0.21614      11.881014005710444
0.21828      11.046303319952655
0.22042      10.054159818279304
0.22256      9.238219269892515
0.2247       8.913726102350463
0.22684      8.958552913422084
0.22898      9.158487240193244
0.23112      8.713632323240668
0.23326      9.135352080830172
0.2354       10.170076303232477
0.23754      8.628992163714797
0.23968      8.50875334834155
0.24182      9.039640391580187
0.24396      9.062493946974929
0.2461       8.621515002180226
0.24824      11.62034032152875
0.25038      9.83201599972149
0.25252      8.982326036680899
0.25466      8.521717076069041
0.2568       9.01558953755242
0.25894      9.000863287762009
0.26108      8.95077504803337
0.26322      8.559739229901833
0.26536      10.678924464599314
0.2675       8.899609514969832
0.26964      10.57153006441016
0.27178      8.304269683145412
0.27392      7.553955406656781
0.27606      10.516560213073129
0.2782       8.457804753848619
0.28034      8.522281187462557
0.28248      8.590194810766203
0.28462      8.756362879915892
0.28676      8.766828476034997
0.2889       9.756685218597301
0.29104      8.528352463891506
0.29318      9.721013826468798
0.29532      11.189478157291614
0.29746      8.660672783257642
0.2996       8.465259490359658
0.30174      8.449296278442072
0.30388      9.411373474925854
0.30602      8.066112350037589
0.30816      7.335845505476851
0.3103       8.179314097523658
0.31244      8.604917977504202
0.31458      8.548248472534638
0.31672      9.51867675185066
0.31886      10.131225573628527
0.321        9.4808253856237
0.32314      8.205603346375794
0.32528      10.138231190976674
0.32742      8.485389755837058
0.32956      8.370413409294024
0.3317       8.41144998243189
0.33384      8.046408388392988
0.33598      8.325960057262858
0.33812      9.32638566974443
0.34026      9.09517985198216
0.3424       9.90434593578324
0.34454      8.308538838195664
0.34668      8.01971742049922
0.34882      7.927926772759563
0.35096      7.910766352746821
0.3531       7.9677529458367875
0.35524      8.222426089761187
0.35738      8.20092540850599
0.35952      9.127017388925836
0.36166      8.112844857025344
0.3638       10.478332107307319
0.36594      8.131422166357186
0.36808      8.14502720081009
0.37022      8.819777298412083
0.37236      7.88511379810747
0.3745       7.867031110166147
0.37664      9.55875249414222
0.37878      8.436083338115205
0.38092      8.416445566632127
0.38306      7.6469957331069205
0.3852       9.469454582181083
0.38734      7.610998706915855
0.38948      7.873114882844678
0.39162      7.670968755041592
0.39376      7.885496847337367
0.3959       10.118394714619866
0.39804      9.397790016042746
0.40018      7.597190712374107
0.40232      7.812551372900829
0.40446      8.689073051144916
0.4066       7.774190458958869
0.40874      8.461174591424093
0.41088      7.73015769194051
0.41302      7.713147040570026
0.41516      9.15163827728134
0.4173       7.62577805219131
0.41944      7.255419537546293
0.42158      7.635549664387089
0.42372      8.301780184961762
0.42586      7.6296496951139465
0.428        7.576989742587876
0.43014      9.05040382615965
0.43228      7.223464923113957
0.43442      7.2046371855969795
0.43656      8.17359354401062
0.4387       7.304871936706587
0.44084      8.932587154471026
0.44298      7.437050688617524
0.44512      7.246963909414115
0.44726      6.926183485292631
0.4494       7.360809327024143
0.45154      7.330059036296471
0.45368      7.287056884786617
0.45582      7.323187941983052
0.45796      7.084583277945834
0.4601       8.65972129481981
0.46224      8.09804309179398
0.46438      7.902901992647237
0.46652      7.597558641122458
0.46866      7.198059917822383
0.4708       8.598607703101733
0.47294      7.108360062102475
0.47508      7.1215772083805025
0.47722      6.8229562398273345
0.47936      8.44533693329935
0.4815       7.0795784250497045
0.48364      9.080261798864688
0.48578      6.745711395594449
0.48792      8.776326252952671
0.49006      6.770058030139985
0.4922       6.978646787720727
0.49434      6.908178545600314
0.49648      6.610864851874454
0.49862      7.540805094408064
0.50076      6.7373128056797515
0.5029       8.23609127712763
0.50504      6.632984692082481
0.50718      6.819266220700397
0.50932      6.615248179011591
0.51146      6.794272719325198
0.5136       6.805523421120684
0.51574      6.598613111003466
0.51788      6.515190420956757
0.52002      6.715063859738692
0.52216      7.307458940274866
0.5243       6.703514246257061
0.52644      8.320001789940111
0.52858      5.658029806425414
0.53072      6.959061023030903
0.53286      8.480487701470492
0.535        8.45434275695978
0.53714      8.192929900256715
0.53928      6.515328042921346
0.54142      8.142106003908212
0.54356      8.11669794794422
0.5457       7.063440977963518
0.54784      7.195255118834991
0.54998      7.700950481942894
0.55212      7.6248860864285355
0.55426      6.373500895023475
0.5564       6.181524209872457
0.55854      6.377043690672145
0.56068      5.998718008130136
0.56282      6.886205450568492
0.56496      6.864082767762843
0.5671       6.063369136348839
0.56924      6.222662610077397
0.57138      6.182825569105303
0.57352      6.0632326535482965
0.57566      7.359731047405433
0.5778       6.169696360529049
0.57994      6.856239664192502
0.58208      6.687472169725285
0.58422      5.818478614753687
0.58636      7.239670716049334
0.5885       6.041622134477974
0.59064      7.1917530352065056
0.59278      7.2164642294399455
0.59492      5.981504355700995
0.59706      5.673350864748463
0.5992       5.965727573075396
0.60134      5.971580298365173
0.60348      5.882838184514778
0.60562      6.44608808569884
0.60776      5.711751571798189
0.6099       6.977026197603002
0.61204      5.845628582702446
0.61418      5.851064604709236
0.61632      5.615944968142449
0.61846      6.882137106423486
0.6206       5.5774379604358835
0.62274      5.446121516257804
0.62488      6.811497720484587
0.62702      5.437165364155524
0.62916      5.711349177933174
0.6313       6.740806505278219
0.63344      5.462406953301491
0.63558      5.392617389956279
0.63772      6.670357462406198
0.63986      5.23031709422327
0.642        6.069526058995996
0.64414      5.526012169638203
0.64628      5.506471346835667
0.64842      5.279591967282575
0.65056      5.467465862576797
0.6527       5.430717883470597
