Tid          Akselerasjon
0.65484      5.272510052624239
0.65698      6.9859581967167115
0.65912      5.397810339937761
0.66126      5.394555154219458
0.6634       5.1972581564833575
0.66554      5.074077588467736
0.66768      5.336394381563968
0.66982      5.301166709085644
0.67196      5.0191393800023265
0.6741       5.0562793580213645
0.67624      6.295623969137805
0.67838      5.200043718005996
0.68052      5.491413221046287
0.68266      5.675422734230129
0.6848       5.778225955959633
0.68694      5.626072151629767
0.68908      4.927886214193246
0.69122      4.971981286826023
0.69336      4.98564520035943
0.6955       5.072279545486614
0.69764      5.045885431363973
0.69978      5.311356339186264
0.70192      6.287705637119853
0.70406      4.973740580971578
0.7062       5.251963741112215
0.70834      5.5461648558397805
0.71048      5.892311611187192
0.71262      4.702183787572196
0.71476      4.71135160518281
0.7169       4.783881123533025
0.71904      4.719681889237354
0.72118      5.298287472807457
0.72332      4.58940318092877
0.72546      5.258003227992668
0.7276       4.77057774289003
0.72974      5.732560254887899
0.73188      4.463421505321952
0.73402      4.639782637495278
0.73616      5.628805109800979
0.7383       4.694577255749671
0.74044      5.125263254723608
0.74258      4.921794874639941
0.74472      4.361118471980378
0.74686      4.643093165665935
0.749        4.327306570724172
0.75114      4.4545709174055625
0.75328      5.11647633794847
0.75542      4.980624557174216
0.75756      5.450486321978137
0.7597       4.243424268029558
0.76184      5.646236117126581
0.76398      4.486354696198907
0.76612      4.499741734683907
0.76826      4.69573979642169
0.7704       4.446744344589473
0.77254      4.144012685761681
0.77468      3.761119680731479
0.77682      5.224683822767629
0.77896      4.192323838361622
0.7811       4.346096150114671
0.78324      5.162476131367234
0.78538      4.32257974009926
0.78752      3.6720203897679955
0.78966      4.78281484883557
0.7918       5.340012258492576
0.79394      4.636591225356957
0.79608      4.205889737820707
0.79822      5.018887016717361
0.80036      5.405311099900398
0.8025       4.66829192357087
0.80464      3.950791087828347
0.80678      4.125145852130365
0.80892      4.134584990342197
0.81106      4.107151105379218
0.8132       4.099751395177815
0.81534      4.085927734211523
0.81748      5.231910903352266
0.81962      4.851148257112477
0.82176      4.034270831487496
0.8239       3.9242928139304962
0.82604      3.9758283248414417
0.82818      3.892067094970178
0.83032      3.9682853844430817
0.83246      3.9507270187554875
0.8346       3.730130369309138
0.83674      3.918104004267549
0.83888      3.9030201442989996
0.84102      3.6381162105016123
0.84316      3.8722696695122574
0.8453       4.585101705061449
0.84744      3.8400777785331566
0.84958      4.546933035506677
0.85172      3.791027068755523
0.85386      3.7631857605220276
0.856        3.791123616233142
0.85814      3.749155749132353
0.86028      4.452465815155367
0.86242      3.7288502295864285
0.86456      3.711600815987279
0.8667       4.396263781701986
0.86884      3.5067140609062633
0.87098      3.5119617189888204
0.87312      3.648184040411608
0.87526      4.5435473609956984
0.8774       3.8074711919066586
0.87954      4.2857114301902435
0.88168      4.614694936244282
0.88382      3.4893375406760665
0.88596      3.8774356848460534
0.8881       4.555909470785414
0.89024      3.360449922611514
0.89238      4.517019635325338
0.89452      3.4824944681263688
0.89666      3.8003437180143647
0.8988       3.8667756233952697
0.90094      4.106061855312163
0.90308      3.2748277583647583
0.90522      2.9188026576534223
0.90736      3.39862046631386
0.9095       4.03569217240102
0.91164      3.5545333041530447
0.91378      3.2047049394841416
0.91592      3.3275761544571894
0.91806      3.333279541658043
0.9202       3.1631683626977662
0.92234      3.093853989240625
0.92448      3.2899812436015363
0.92662      4.214586406928493
0.92876      3.9068060034132053
0.9309       3.112627506918951
0.93304      3.2479627358921195
0.93518      3.114457778717166
0.93732      3.000492875394498
0.93946      3.4788977063521473
0.9416       3.0116671831958586
0.94374      3.763155433374046
0.94588      3.1296804848475013
0.94802      3.115895131563254
0.95016      2.6627434230104576
0.9523       3.6971053499078983
0.95444      3.4515050085987746
0.95658      3.358122824061374
0.95872      3.9451026828674904
0.96086      3.6322489053094804
0.963        3.041233957388571
0.96514      3.0396604953596897
0.96728      3.0142721266007264
0.96942      3.7505863595471074
0.97156      2.830375592649
0.9737       2.8177584412594237
0.97584      2.5243444207495154
0.97798      3.6841236283282486
0.98012      2.9332859766689916
0.98226      2.92016002027046
0.9844       3.168821384154953
0.98654      3.1589145630144393
0.98868      2.8627998784348665
0.99082      3.1263529988489935
0.99296      2.77089239562315
0.9951       2.842377506377903
0.99724      2.745999913660362
0.99938      2.809565553653052
1.00152      3.6068195609318927
1.00366      2.784257196546612
1.0058       2.790938602169382
1.00794      2.3593730390607943
1.01008      3.2755118985288836
1.01222      3.427539082356549
1.01436      2.729949744169801
1.0165       2.653266658360941
1.01864      2.715866737457747
1.02078      2.6909840563392935
1.02292      2.553118855387215
1.02506      2.90747852381464
1.0272       2.644379768409152
1.02934      2.581593224950537
1.03148      2.493640573095887
1.03362      2.2337325522713405
1.03576      2.529966588753005
1.0379       2.832531826268629
1.04004      3.322594167555365
1.04218      2.1930870363923645
1.04432      3.2921765944439354
1.04646      2.548794618253455
1.0486       2.537077434765271
1.05074      2.441830575597565
1.05288      2.4543086313758757
1.05502      2.427277314088228
1.05716      2.961476437937747
1.0593       2.4624207938813023
1.06144      2.4774315500686015
1.06358      2.0941372316892597
1.06572      2.4439211078256378
1.06786      2.44320858431064
